Symbol,cash_ratio,return_to_equity,price_to_book,pe,short_interest_ratio,debt_to_equity,eps,last_price,previous_year_price
JCAP^B,null,null,null,null,null,null,null,null,
JT,2.9576,null,3.99227089,null,18.175,2.3451,-0.35,6.63,6.7
JKS,null,2.155227262,0.459737982,9.3869,12.053,null,null,14.52,25.1
JMP,null,-11.01102162,1.238643951,null,0.956,106.3489,-0.01,5.39,5.37
JMPB,null,null,null,null,null,null,null,null,
JMPD,null,null,null,null,null,null,null,null,
JBT,0.0563,16.16999874,6.782688258,36.0844,8.717,99.3556,0.04,91.8,110.05
BTO,null,null,null,null,0.394,null,null,37.94,37.83
HEQ,null,null,null,null,2.22,null,null,17.08,
JHS,null,null,null,null,0.016,null,null,13.34,14.56
JHI,null,null,null,null,0.057,null,null,16.03,17.19
HPF,null,null,null,null,2.315,null,null,21.1,21.2
HPI,null,null,null,null,3.35,null,null,21.5601,21.26
HPS,null,null,null,null,0.252,null,null,18.4984,18.35
PDT,null,null,null,null,1.845,null,null,16.3,16.6
HTD,null,null,null,null,0.446,null,null,23.3,25.06
HTY,null,null,null,null,1.48,null,null,8.54,8.72
JW.A,null,null,null,null,null,null,null,null,
JW.B,null,null,null,null,null,null,null,null,
JNJ,0.5614,1.863828258,5.200279145,20.3658,2.773,51.4315,1.63,122.35,142.6
JCI,0.0491,10.42173762,1.493534558,16.6352,5.922,57.9573,0.47,34.26,38.25
JONE,0.0244,-31.79748963,0.073256906,1.0504,18.258,226.0848,-0.3,0.3378,0.7802
JLL,0.0763,8.992080748,2.183138358,16.8982,4.101,32.2552,0.89,166.88,149.76
JMEI,null,3.416962728,0.722871165,17.9335,0.919,null,null,2.68,2.82
JNPR,1.6021,4.96195053,2.115126987,15.5348,3.769,49.4138,0.1,27.11,28.92
JP,1.1553,25.74826933,2.063620491,5.2186,0.358,0,0.56,18.8,16.54
JE,0.1182,null,null,null,3.475,235.1152,null,3.685,4.18
JE^A,0.1123,null,null,null,null,null,null,null,
LRN,0.0793,2.012953587,1.154320357,58.5437,5.889,4.6227,0.33,16.76,16.17
KAI,0.0971,10.3607698,3.054867174,22.418,1.34,70.1372,0.98,98,
KDMN,0.0557,null,null,null,9.552,null,-0.27,4.14,3.68
KAMN,1.8513,9.482707529,3.072404353,26.4024,2.696,54.3477,0.51,71.42,57.84
KSU,0.0571,21.92021744,2.358850946,21.0141,2.806,56.614,1.41,106.1,110.3
KSU^,null,null,null,null,null,null,null,null,
KS,0.0465,26.04069256,2.896316812,21.1443,6.551,127.6012,0.34,34.785,21.76
KAR,0.1259,25.94814438,4.819946782,23.2975,1.997,176.3766,0.67,54.94,51.1
KED,null,null,null,null,0.514,null,null,17.2144,16.06
KYE,null,null,null,null,0.387,null,null,9.48,10.15
KMF,null,null,null,null,0.42,null,null,13.13,13.42
KYN,null,null,null,null,2.006,null,null,18.73,17.1
KYN^F,null,null,null,null,null,null,null,null,
KB,null,10.49975684,null,null,2.205,236.0546,null,48.1556,53.7
KBH,0.9129,5.254400585,1.187391616,15.8084,3.473,127.3569,null,25.46,30.87
KBR,0.7531,46.22030238,1.653641993,28.7117,2.336,38.3598,0.98,18.21,18.84
KAP,null,null,null,null,null,null,null,null,
FRAC,0.3772,6.578368165,2.899623811,34.5664,4.354,55.3121,-0.07,13.79,15.31
K,0.0819,63.86443662,9.313491313,18.7994,9.247,345.0749,1.28,69.38,65.95
KEM,0.8435,82.44722116,2.96991391,5.8982,1.427,70.1186,0.04,25.8709,14.61
KMPA,0.9183,null,null,null,null,null,null,null,
KMPR,0.9971,8.647526807,1.855271076,80.4764,9.326,28.6995,1.03,74.25,68.8
KMT,1.066,14.65278699,2.418548169,25.049,9.65,58.7443,0.62,36.31,47.27
KW,1.0068,8.175835302,2.318945153,null,8.358,437.8846,-0.02,21.475,18.05
KEN,0.3924,28.43016441,0.832193307,null,9.706,null,null,15.08,20.3
KEG,0.4644,-64.26664409,3.019764132,null,1.798,230.9599,-1.23,16.53,10.71
KEY,null,9.238866958,1.470078023,13.5472,1.395,107.4534,0.38,19.875,20
KEY^I,null,null,null,null,null,null,null,null,
KEYS,1.1061,4.345047923,4.422037349,20.7335,1.128,70.9076,0.34,59.44,42.03
KRC,0.8227,4.387748629,2.006654114,62.923,4.52,69.0369,0.36,75.3,75.44
KRP,3.014,null,null,null,0.053,15.1306,-3.23,22.9,16.1
KMB,0.0938,798.2339956,113.0759696,21.4309,7.67,2422.7129,0.27,103.87,116.4
KIM,null,9.959275605,1.705420476,28.1126,4.42,116.9093,0.3,17.469,18.41
KIM^I,null,null,null,null,null,null,null,null,
KIM^J,null,null,null,null,null,null,null,null,
KIM^K,null,null,null,null,null,null,null,null,
KIM^L,null,null,null,null,null,null,null,null,
KIM^M,null,null,null,null,null,null,null,null,
KMI,0.0542,0.331736086,1.178032592,42.5814,2.765,116.372,0.22,17.7139,17.75
KMI^A,null,null,null,null,null,null,null,null,
KND,0.1622,-151.9458578,7.170572678,null,4.328,2863.692,-0.02,9.025,8.75
KFS,null,-36.83166109,null,null,0.196,679.0074,null,3,5.05
KGC,1.8287,9.299679898,0.988421403,38.4514,0.756,37.1358,0.09,3.755,3.8
KEX,0.0132,11.34907559,1.565715131,30.6492,8.653,45.3496,0.54,83.9,63.75
KL,2.1728,16.11806131,null,null,2.883,3.2832,null,20.28,13.66
KRG,null,-0.384802771,0.947604306,2302.1828,1.47,108.2335,-0.21,17.375,19.32
KKR,null,14.15444719,1.730475903,7.7178,2.266,318.599,0.36,25.01,20.11
KKR^A,null,null,null,null,null,null,null,null,
KKR^B,null,null,null,null,null,null,null,null,
KIO,null,null,null,null,0.42,null,null,16.66,15.72
KREF,null,8.453814788,1.037462419,15.0451,5.388,122.2068,0.44,20.18,21.11
KMG,0.609,18.60161628,2.231491753,25.0135,2.521,81.1506,1.01,75.59,63.34
KNX,0.4687,18.30473799,1.329382263,29.5086,9.086,16.3347,0.39,39.285,42.99
KNL,0.4013,23.63675568,2.786435043,13.5047,2.316,142.758,0.31,21.19,21.04
KNOP,0.3699,14.29969815,1.077569491,10.5105,0.242,174.1492,0.9224,22.225,20.2
KN,0.4504,6.56765981,1.187883801,34.3195,14.524,17.0319,0,15.45,14.8
KSS,0.2157,16.78429856,2.287886559,9.6952,4.494,74.4399,0.46,75.2,50.29
PHG,0.2111,null,null,null,0.81,null,null,42.07,38.73
KOP,0.21,55.95786702,7.520424011,11.6124,1.698,741.1434,0.86,39.2,48.5
KEP,0.4934,0.217842545,null,null,3.226,79.8003,null,14.83,
KF,0.2905,null,null,null,1.04,null,null,38.7799,43.06
KFY,0.8186,11.60768089,2.888082829,16.0277,1.317,19.4165,0.74,61.1501,41.12
KOS,0.7171,-25.6392029,3.837969263,null,6.022,150.0107,-0.13,8.17,6.75
KRA,0.867,19.73622534,2.22721428,12.2835,4.19,244.5947,0.69,46.64,47.46
KR,0.9582,55.47913801,3.348681834,13.369,3.737,224.917,2.39,29.28,26.33
KRO,1.3964,62.38856317,3.127359544,16.8553,3.437,59.6481,0.61,22.29,25.77
KT,0.2945,3.938261562,null,null,2.514,53.791,null,13.19,15.5
KYO,1.2639,3.50239216,null,null,1.075,1.2702,null,#N/A Real Time,
LB,1.9248,null,null,14.8223,3.783,null,0.17,37.4059,58.32
SCX,1.7585,-4.892278609,0.52395486,58.9252,0.493,25.7483,0.23,6.45,8.45
LLL,1.5728,14.34294872,2.876708103,20.1424,4.078,63.4114,2.6,195.197,194.39
LH,1.4804,19.77411415,2.744595441,19.122,3.298,97.0361,1.7,180.27,156.02
LADR,0.5554,11.26047546,1.339680422,26.1608,0.726,353.1753,0.53,15.68,13.7
LW,0.1028,null,null,18.964,3.644,null,null,68.93,55.75
LCI,0.135,7.886170388,0.831263565,11.4458,23.724,140.2921,0.34,14.55,28.9
LPI,0.11,94.95254198,2.267235259,21.1955,8.376,89.9632,0.36,9.54,
LVS,0.0853,56.61676647,8.215758326,23.3571,2.634,131.0879,1.85,77.495,70.08
LHO,null,4.025759298,1.835493931,29.045,1.353,51.6457,-0.1,34.87,28.29
LHO^I,null,null,null,null,null,null,null,null,
LHO^J,null,null,null,null,null,null,null,null,
LTM,0.2476,4.339083461,null,null,9.2,180.891,null,10.19,12.27
LDF,null,null,null,null,0.587,null,null,9.5138,11.14
LGI,null,null,null,null,1.56,null,null,18.5599,17.37
LAZ,null,28.444045,6.128541161,12.3416,3.642,119.4939,1.33,50.13,50.86
LOR,null,null,null,null,0.202,null,null,10.53,11.09
LZB,0.6855,13.42533899,2.256547789,18.8088,9.878,0.0689,0.72,30.8,30.7
LCII,0.6545,21.70159847,3.39509457,18.4838,8.954,33.3301,1.88,90.75,124.45
LFGR,0.6829,-36.67907841,3.432939742,null,12.056,0,-0.26,10.85,8.45
LEA,0.8315,34.4199524,2.916386829,9.0781,4.52,44.597,5.19,201.51,176.35
LEE,0.1081,null,null,3.8741,39.761,null,null,2.682,2.35
LGC,0.1347,null,0.291731052,null,0.017,0,0.0153,9.67,9.55
LGC.U,0.1301,null,null,null,null,null,null,null,
LGC.WS,null,null,null,null,null,null,null,null,
LM,null,7.052069481,0.778942489,14.9941,8.329,61.3771,0.1,35.24,40.37
LMHA,null,null,null,null,null,null,null,null,
LMHB,null,null,null,null,null,null,null,null,
LEG,0.5057,25.16925528,4.741587223,20.3372,10.813,116.4813,0.58,44.405,46.33
JBK,null,null,null,null,null,null,null,null,
KTH,null,null,null,null,null,null,null,null,
KTN,null,null,null,null,null,null,null,null,
KTP,null,null,null,null,null,null,null,null,
LDOS,0.1771,11.98547215,2.587677055,17.2369,3.695,90.0029,0.67,59.87,64.14
LEJU,0.1022,-49.09522729,0.791070342,null,1.253,0,-0.15,1.45,1.54
LC,null,-16.47811292,1.752685448,null,9.743,0,-0.07,3.885,4.21
LEN,2.3161,8.92324846,1.233947134,14.0941,3.023,79.4931,null,51.59,61.43
LEN.B,0.6496,null,null,null,null,null,null,null,
LII,0.0801,null,null,23.2611,11.296,null,0.91,196.87,206.68
LHC,2.0424,null,5159.755431,null,0.118,0,null,9.68,
LHC.U,null,null,null,null,null,null,null,null,
LHC.WS,null,null,null,null,null,null,null,null,
LXP,null,1.834385954,1.82562107,36.4836,3.571,172.3405,-0.07,8.93,10.03
LXP^C,null,null,null,null,null,null,null,null,
LPL,0.3586,8.091109848,null,null,11.097,47.2821,null,8.2799,13.63
USA,null,null,null,null,0.45,null,null,6.505,6.16
ASG,null,null,null,null,0.62,null,null,6.62,5.29
LBRT,0.3923,null,5.54405183,null,6.878,28.7738,0.3435,18.41,
LPT,null,12.27902772,2.052887351,35.8041,1.356,88.1023,0.95,44.52,44.14
LSI,null,5.367953138,2.22777104,65.1962,4.233,86.7689,0.73,98.09,91.09
LITB,null,-15.74200781,2.949708607,null,1.928,null,null,2.08,1.93
LNC,null,12.9982557,0.884632485,13.0415,3.366,36.8971,1.68,63.48,77.57
LNC.WS,null,null,null,null,null,null,null,null,
LNN,1.3214,8.436507816,3.801900681,38.8043,14.093,42.8023,null,95.955,90.24
LN,1.2145,3.036910184,null,null,4.865,12.23,null,42.26,43.52
LKM,0.9779,-33.15190523,0.251369271,null,2.124,null,null,1.12,4.3
LGF.A,null,null,null,null,null,null,null,null,
LGF.B,null,null,null,null,null,null,null,null,
LAD,0.0276,15.38839387,1.070131809,11.4275,9.13,147.6374,2.08,96.86,119.8
LAC,20.5666,-43.65479536,null,null,8.919,0.8695,null,5.4,9.36
LYV,0.6629,-9.081473057,8.739247318,576.9485,11.865,251.9896,-0.24,48.14,42.92
LYG,null,7.027757563,null,null,1.041,null,null,3.269,3.64
SCD,null,null,null,null,0.124,null,null,12.81,13.81
LMT,0.1712,null,null,21.9473,1.978,null,null,301.47,
L,null,6.277687736,0.845134661,14.3438,4.031,61.8821,0.89,48.79,50.32
LOMA,null,69.72865673,null,null,0.075,null,null,11.68,22.43
LPX,3.7698,29.09277294,2.290858204,13.4275,3.331,22.4946,0.63,27.1599,26.52
LOW,0.1394,67.93189074,13.84308094,19.0253,1.707,275.7876,1.19,97.95,84.99
LXU,0.1332,-13.54664152,0.366866868,null,14.861,99.3633,-0.49,5.3306,8.31
LKSD,0.0603,-26.2745098,2.289387248,8.9284,3.417,350.2024,-0.32,16.27,16.1
LTC,0.057,11.39490812,2.227955901,23.6675,4.1,91.2411,0.51,42.925,45.62
LUB,0.1122,-14.85807092,0.587988437,null,0.616,29.3468,null,2.61,
LL,0.0172,-6.670476569,3.685141096,163.2954,5.662,13.2433,-0.07,25.96,30
LXFR,0.0351,null,null,22.0517,0.185,null,0.34,17.37,14.62
LXFT,1.0084,13.30986351,2.584245675,38.5068,0.577,0.1822,0.34,35.35,53.55
LDL,0.9047,14.83365365,2.031834206,19.2351,2.404,20.8594,0.64,43.65,49.85
WLH,0.4891,9.04463392,1.095216894,10.54,1.875,166.4799,0.22,22.76,28.25
LYB,0.7824,65.55898703,4.354476755,9.1618,3.774,88.5382,3.12,111.29,106.99
MTB,0.924,9.040747666,1.728617657,18.9415,3.597,70.5694,2.24,171.81,172.49
MTB.WS,null,null,null,null,null,null,null,null,
MTB^,null,null,null,null,null,null,null,null,
MTB^C,null,null,null,null,null,null,null,null,
MDC,2.3048,11.39870786,1.16132884,18.3344,3.759,75.1877,0.6897,29.925,31.17
MHO,0.2068,9.726408845,0.958096326,10.8811,1.853,105.6453,0.64,26.5,34.26
MAC,null,1.217503959,2.544365306,68.8699,7.779,155.2949,-0.24,57.66,66.47
CLI,null,3.05244961,1.224058052,113.335,1.935,173.412,0.45,20.65,21.42
MFD,null,null,null,null,0.691,null,null,10.855,12.64
MGU,null,null,null,null,0.694,null,null,22.36,25.065
MIC,0.3026,16.34781753,1.146161349,39.4637,5.511,117.3896,0.91,42.41,65.1
BMA,null,30.19906915,null,null,0.601,null,null,63.5501,120.92
M,0.2093,31.71953255,1.951780203,9.0404,3.527,101.0479,0.45,38.36,25.69
MCN,0.1675,null,null,null,0.624,null,null,7.4293,7.67
MSP,0.0823,null,null,null,0.39,null,null,11.6937,11.67
MMP,0.2811,40.31142592,7.321015986,18.4942,4.974,211.4475,0.92,68.63,68.41
MGA,0.3016,20.62601773,1.861845953,8.2569,3.882,30.5652,1.84,61.36,56.18
MX,0.8861,null,null,28.5547,4.02,null,0.08,10.25,
MH^A,null,null,null,null,null,null,null,null,
MH^C,null,null,null,null,null,null,null,null,
MH^D,null,null,null,null,null,null,null,null,
MHLA,null,null,null,null,null,null,null,null,
MHNC,null,null,null,null,null,null,null,null,
MAIN,null,13.15529359,1.595268138,17.8351,6.431,67.2546,0.59,38.11,40.26
MMD,null,null,null,null,0.937,null,null,19.54,20.11
MNK,1.2004,29.66956071,0.249207928,21.2788,13.597,105.4525,-0.21,18.72,
MZF,0.466,null,null,null,4.89,null,null,14.36,13.45
MANU,0.7006,0.696937241,5.475896886,39.2522,2.577,115.3156,0.0007,20.5999,20.15
MTW,0.5251,5.645933014,1.36555876,101.5142,4.672,40.0556,-0.28,26.98,39.3
MN,0.4923,1.794122851,0.285688318,8.2075,20.803,11.846,0.08,3.055,3.55
MAN,0.5507,21.43153605,2.066658626,16.6864,0.795,33.9731,1.46,88.35,125.64
MFC,null,5.020653781,null,null,4.01,82.2177,null,18.11,20.87
MRO,0.8449,-3.330896092,1.446002964,null,1.174,45.6623,0.42,21.34,15.18
MPC,0.5558,24.51350773,2.184817273,23.2059,3.533,115.1454,0.08,70.9652,64.49
MMI,null,19.02467736,4.496499833,17.1169,3.653,2.6052,0.46,39.44,31.71
MCS,0.1018,15.42287618,2.038547988,19.9753,3.06,74.8987,0.36,32.6,27.45
MPX,0.0629,31.16008262,8.133461869,28.9293,12.112,0,0.22,17.8,14.94
HZO,0.0975,8.925981042,1.446275527,20.2291,10.655,93.7981,0.28,19.35,20.9
MKL,0.1551,2.754011687,1.642058598,35.8342,4.873,32.6901,-4.25,1104.83,1121.69
VAC,0.6552,22.91186854,2.859554635,21.7909,9.765,24.6503,1.35,111.89,131.51
MMC,0.2834,22.29132117,5.207893483,21.2898,4.884,79.6851,1.36,81.3,84.65
MLM,2.185,15.52329498,3.040237191,32.7044,6.324,64.7498,0.16,224.04,207.25
MAS,0.265,null,null,21.5608,2.342,null,0.48,37.94,42.19
DOOR,0.1657,21.78913673,2.767193803,23.7757,6.313,88.5548,0.74,70.8,69.85
MTZ,0.0384,26.47526896,2.983906263,15.6289,10.999,104.255,0.33,51.45,46.6
MA,0.924,76.47162807,35.78599435,29.958,2.519,113.4315,1.42,196.83,152.5
MTDR,0.0882,13.60290255,2.428641443,30.1836,4.651,46.5912,0.55,29.71,27.4
MTRN,0.1776,3.78759132,2.129834866,26.5588,3.79,0.6801,0.52,54.8083,47.75
MATX,0.0497,41.65433174,2.363366607,17.2644,8.108,132.415,0.33,37.55,28.05
MLP,0.5591,14.99616326,7.008186749,16.734,11.805,3.9943,-0.05,11.75,
MAXR,0.0304,7.284430084,null,null,26.769,150.1305,null,49.2001,65.47
MMS,0.7051,23.88884668,3.838148488,19.835,2.517,null,0.84,63.745,70.93
MXL,0.9065,-4.091598152,2.665353993,41.239,11.306,79.4434,0.03,15.93,24.99
MBI,null,-73.10623039,0.635585759,null,26.382,262.3397,-1.12,8.99,7.75
MKC,0.0959,33.74900615,4.544774911,23.9593,11.061,167.7962,null,107.545,101.07
MKC.V,0.096,null,null,null,null,null,null,null,
MDR,0.6466,11.31917593,1.065077148,21.7793,8.289,29.6515,0.36,20.995,7.4
MCD,0.8747,null,null,24.5758,2.183,null,1.74,159.95,172.23
MUX,0.8052,-2.679565571,1.424521654,null,31.042,0.0624,-0.02,2.14,1.85
MCK,0.0781,0.641179004,3.015577328,16.3374,4.633,80.3754,-5.58,145.325,154.55
MDU,0.0653,12.09320773,2.297498783,22.2034,1.877,73.3496,0.22,28.74,27.67
MTL,0.0679,null,null,null,1.551,null,null,3.01,4.61
MTL^,0.0696,null,null,null,null,null,null,null,
MRT,0.0728,5.935086053,0.954210985,36.0571,1.94,65.3907,0.16,10.9,11.05
MPW,null,8.81859146,1.327184506,20.4619,9.331,127.6016,0.25,14.06,13.65
MED,2.8607,31.76533614,16.17087422,20.867,3.307,0,1.02,157.84,71.53
MCC,null,-16.07680081,0.494475269,8.6779,2.865,113.5096,-0.53,3.51,5.4
MCV,null,null,null,null,null,null,null,null,
MCX,null,null,null,null,null,null,null,null,
MDLQ,null,null,null,null,null,null,null,null,
MDLX,null,null,null,null,null,null,null,null,
MDLY,1.4579,null,null,12.2244,2.999,null,-0.224,3.55,6.5
MD,0.1451,7.593279889,1.330925447,19.8213,4.278,62.5547,0.68,43.04,51.68
MDT,0.864,6.150919467,2.291117044,25.2924,2.021,50.7827,1.08,86.34,82
MRK,1.2887,4.772464458,4.872665186,19.875,2.023,69.9655,0.27,60.84,57.07
MCY,1.3204,4.389844294,1.536378507,30.6328,15.09,22.0538,-0.77,45.69,53.62
MDP,1.1133,11.94937602,1.811335214,13.8673,15.58,276.1285,-2.74,52.25,71.2
MTH,0.4419,10.64236325,1.073715666,11.5934,3.168,80.6819,1.08,43.3,49.95
MTOR,0.1299,null,6.58321493,10.7851,5.151,283.4507,0.64,21.32,23.59
MER^K,0.0982,null,null,null,null,null,null,null,
PIY,null,null,null,null,null,null,null,null,
MTR,null,null,null,null,0.825,null,null,15.3,
MSB,1.6896,419.6931264,28.75596793,12.3383,0.508,0,0.4814,24.6,24.65
MEI,6.0987,9.76859363,2.257899497,16.4862,5.883,9.1746,0.99,41.85,40
MET,3.1219,7.251189988,0.856578417,16.6217,3.169,38.1419,1.19,44.965,53.67
MET^A,1.5441,null,null,null,null,null,null,null,
MET^E,1.8535,null,null,null,null,null,null,null,
MCB,null,null,1.817775021,null,2.237,32.1444,0.77,52.19,50.03
MTD,0.1554,75.31688519,26.08721556,35.6691,2.897,177.1919,3.66,575.2,625.01
MXE,null,null,null,null,0.524,null,null,10.01,10.26
MXF,null,null,null,null,0.278,null,null,14.7972,15.48
MFA,null,10.61646358,1.027105162,11.9159,1.737,224.4443,0.2,7.765,7.96
MFA^B,null,null,null,null,null,null,null,null,
MFO,null,null,null,null,null,null,null,null,
MFCB,null,-13.3246201,0.352752257,null,0.341,null,null,6.23,7.5234
MCR,null,null,null,null,0.279,null,null,7.8981,8.49
MGF,null,null,null,null,0.248,null,null,4.4993,4.8
MIN,null,null,null,null,0.144,null,null,3.83,4.11
MMT,null,null,null,null,0.18,null,null,5.61,6.08
MFM,null,null,null,null,0.276,null,null,6.64,6.92
MFV,null,null,null,null,0.289,null,null,5.66,6.54
MTG,null,13.93449901,1.256059289,9.7237,1.496,25.7077,0.39,10.845,15.44
MGP,null,3.148722459,1.375123172,33.2869,12.388,243.0058,0.22,31.19,
MGM,0.4253,28.76034068,2.205686229,20.5244,3.163,180.2041,0.39,29.125,32.71
KORS,0.4711,32.78951888,4.933065749,8.7314,1.067,43.3365,0.29,68.26,61.12
MFGP,0.3754,3.771056017,null,null,1.392,null,null,17.37,32.92
MAA,0.4391,5.278294017,1.809557078,55.9653,2.972,71.9168,0.42,100.57,103.88
MAA^I,0.1698,null,null,null,null,null,null,null,
MSL,null,-8.904839372,1.089110799,451.1076,16.201,44.1787,-0.03,13.85,13.65
MPO,0.1447,-18.42182791,0.672873785,4.915,1.532,15.868,0.15,13.68,16.52
MCRN,0.5882,6.357509305,2.333425315,19.0478,1.092,161.4811,0.09,19.23,18
MLR,0.1418,13.08298155,1.377431735,15.0554,1.629,5.3319,0.59,25.95,25.7
HIE,null,null,null,null,0.043,null,null,12.0198,12.68
MTX,0.76,16.99169069,2.007352403,15.995,1.791,74.5471,1.13,76.05,68.3
MP^D,null,null,null,null,null,null,null,null,
MG,0.4003,-0.351733386,1.951986269,47.2465,2.064,68.0096,0.1,19.49,22.25
MUFG,null,6.322602651,null,null,1.041,447.913,null,5.735,7.22
MIXT,1.0385,12.23199152,null,null,1.098,1.168,null,17.87,11.51
MFG,0.8145,6.555011648,null,null,5.636,467.7326,null,3.39,3.68
MBT,0.7505,43.508055,null,null,2.5,335.7661,null,8.505,8.87
MODN,0.7091,-60.65360031,12.15902085,null,1.089,136.7447,-0.13,17.15,15.4
MOD,0.7877,4.866718283,1.865027585,17.2895,0.991,97.8168,0.35,18.85,20.9
MC,0.0849,15.9225334,9.934193485,19.425,6.521,0,0.92,60.3,48.45
MHK,0.105,14.62969813,2.134740005,18.1577,1.993,40.1815,2.8,213.36,
MOH,0.1019,-29.3902439,4.04696727,694.5637,8.441,134.0631,1.79,98.64,74.08
TAP,0.0762,11.74084219,1.122020749,28.5985,2.359,82.6891,1.29,68.55,80.15
TAP.A,null,null,null,null,null,null,null,null,
MNR,null,7.218062244,2.637244602,50.1667,2.85,166.2658,0.1,16.17,17.87
MNR^C,null,null,null,null,null,null,null,null,
MCO,0.7173,null,162.3877676,21.2007,4.065,2450.025,1.95,170.14,152.57
MOG.A,null,null,null,null,null,null,null,null,
MOG.B,null,null,null,null,null,null,null,null,
MS,null,9.099615489,1.196979347,12.5654,1.066,543.7317,1.48,48.165,53.85
MS^A,null,null,null,null,null,null,null,null,
MS^E,null,null,null,null,null,null,null,null,
MS^F,null,null,null,null,null,null,null,null,
MS^G,null,null,null,null,null,null,null,null,
MS^I,null,null,null,null,null,null,null,null,
MS^K,null,null,null,null,null,null,null,null,
APF,null,null,null,null,0.304,null,null,16.96,17.922
CAF,null,null,null,null,0.749,null,null,22.78,23.37
MSD,null,null,null,null,0.168,null,null,8.8682,9.92
EDD,null,null,null,null,0.075,null,null,6.95,7.68
MSF,null,null,null,null,0.227,null,null,16.06,17.27
IIF,null,null,null,null,0.164,null,null,28.18,35.52
MOSC,3.9373,null,0.292704939,null,0.11,0,0.0219,9.68,
MOSC.U,null,null,null,null,null,null,null,null,
MOSC.WS,null,null,null,null,null,null,null,null,
MOS,0.297,-0.637551801,0.946205568,27.8823,3.288,49.2176,0.11,28.98,24.82
MSI,0.2771,null,null,20.0508,3.401,null,0.73,115.741,93.37
MOV,3.4938,-0.637731396,2.431911661,17.9175,2.646,0,0.35,49.25,
MPLX,1.8865,8.32265544,4.007189642,48.795,5.562,173.6095,0.61,34.36,37.33
MRC,1.5414,5.138607167,2.536024629,98.4797,4.42,86.9388,0.13,21.56,15.99
HJV,2.1418,null,null,null,null,null,null,null,
MSA,2.27,7.281740302,5.739843108,27.2377,2.36,74.042,0.85,96.89,78.22
MSM,0.0288,23.77136761,3.640199461,21.49,3.938,37.9814,null,86.27,89.65
MSCI,0.0381,98.85948827,35.71790052,33.2994,2.215,493.3423,1.28,165.95,128
MSGN,0.0639,null,null,10.1584,18.961,null,0.62,22.8,19.6
MLI,0.4293,15.84276248,3.149862562,16.8601,4.584,90.5541,0.42,30.23,35.56
MWA,3.3816,22.24498156,3.407580046,33.5193,3.359,90.2752,0.06,11.76,12.12
MVF,2.8487,null,null,null,0.14,null,null,8.74,9.65
MZA,null,null,null,null,4.808,null,null,14.9,15.8701
MUR,1.0838,-4.186227242,1.217677148,null,10.577,62.187,0.97,34.275,28.62
MUSA,0.2905,41.73814355,3.709561854,19.4982,12.857,124.245,1.17,77.4,76.66
MVO,null,null,null,9.0781,1.953,null,0.22,10.31,6.84
MVC,null,6.613744465,0.760389709,166.7255,0.497,55.4911,-0.18,9.85,10.72
MVCD,null,null,null,null,null,null,null,null,
MYE,0.0312,-6.497863586,6.180568554,53.0801,0.375,150.4941,0.22,19.7,19.65
MYOV,9.8619,-140.0992641,39.80405698,null,12.679,115.6246,-0.8076,23.9056,11.37
NBR,8.9651,-18.09966648,0.732393763,null,3.386,157.0904,-0.46,6.685,6.01
NBR^A,7.5686,null,null,null,null,null,null,null,
NC,4.8218,14.92363287,1.066863598,7.9556,2.126,22.5754,1.19,35.9,
NTP,2.9291,1.896564949,1.640722723,248.4259,8.216,0,0.07,11.15,12.45
NTEST,null,null,null,null,null,null,null,22.51,30.5
NTEST.A,null,null,null,null,null,null,null,null,
NTEST.B,null,null,null,null,null,null,null,null,
NTEST.C,null,null,null,null,null,null,null,null,
NBHC,null,2.498561447,1.83626495,25.6671,6.831,33.8341,0.28,38.62,32.03
NFG,0.4552,22.17007277,2.355145346,16.271,9.719,108.6404,1.07,53.48,57.36
NGG,0.6002,18.1122449,null,null,1.577,null,null,55.2197,59.13
NHI,null,11.78038214,2.337338251,20.3477,8.363,87.9038,0.93,75.21,79.02
NOV,0.5797,-1.307002821,1.117063315,null,6.191,19.2657,-0.18,43.4,33.14
NPK,3.1591,13.72805617,2.663717444,21.5627,18.038,0,1.57,130.05,97.2
NNN,null,8.296760387,2.066109268,30.4999,8.428,81.5966,0.62,43.9,42.18
NNN^E,null,null,null,null,null,null,null,null,
NNN^F,null,null,null,null,null,null,null,null,
SID,0.3122,20.81893493,null,null,2.831,409.2256,null,2.01,2.32
NSA,null,1.287100121,2.26469167,842.0477,11.396,162.8514,0.16,30.83,
NSA^A,null,null,null,null,null,null,null,null,
NSM,null,10.57367829,0.930607816,5.9615,9.146,530.6667,1.63,17.73,18.29
NGS,12.9679,8.05203931,1.158521158,89.7475,5.237,0.1619,0.02,24.2,25
NGVC,0.1156,7.594327761,1.941794209,26.1875,16.899,40.1985,0.15,12.91,8.05
NRP,0.1053,null,1.398223288,5.8873,0.503,285.0755,1.49,31.85,24.75
NTZ,0.2911,-24.58010905,0.722381305,null,null,45.0148,null,1.7,1.54
NLS,1.2564,15.57956401,2.605851739,19.7507,8.348,23.7864,0.27,15.9,13.7
NCI,0.0525,11.315253,1.588985744,16.8038,3.817,26.6097,0.26,23.45,19.17
NVGS,0.4997,0.340320774,0.744293594,23.7143,5.346,87.3601,0.01,13.35,10.05
NNA,1.1473,-21.72651859,0.232029362,5.6537,24.254,238.9343,-0.16,0.6641,1.18
