Symbol,cash_ratio,return_to_equity,price_to_book,pe,short_interest_ratio,debt_to_equity,eps,last_price,previous_year_price
NM,0.5046,-25.12946462,0.186626776,null,12.242,326.1126,-0.35,0.8602,1.3
NM^G,null,null,null,null,null,null,null,null,
NM^H,null,null,null,null,null,null,null,null,
NAP,3.2398,-7.940865288,0.377525227,10.8837,4.718,90.4256,-1.38,3.8062,8.11
NMM,0.9267,-3.187609252,null,25.5379,2.093,null,0.03,2,2.35
NAV,0.2997,null,null,86.0059,5.763,null,0.56,40.65,41.63
NAV^D,0.2807,null,null,null,null,null,null,null,
NCS,0.0709,12.40556407,5.131044879,19.5311,2.448,156.5289,-0.09,21,18.9
NCR,0.1322,27.03196347,6.113177685,16.8321,7.49,525.1282,0.07,30.45,32.25
NP,0.0529,20.61530371,3.422998864,18.4903,5.008,65.5909,0.96,84.95,88
NNI,null,10.9147456,1.074671666,9.8335,4.445,949.4496,2.78,59.59,55.53
NPTN,0.5819,-29.80577634,1.473756509,null,9.185,46.6716,-0.41,6.05,
NETS,0.103,-55.9231323,0.632134498,null,0.899,60.9286,null,2.6,6.91
NVRO,4.8528,-16.43347707,9.927693165,null,7.333,60.5143,-0.59,81.99,66.26
HYB,null,null,null,null,0.728,null,null,8.57,9.45
GF,null,null,null,null,0.423,null,null,18.3404,19.54
NWHM,1.3176,6.200820126,0.820516934,10.6202,9.015,122.7634,-0.03,9.99,
IRL,null,null,null,null,0.257,null,null,11.64,12.66
NEWM,0.328,0.303469573,1.53097782,31.3133,8.802,62.4269,-0.01,18.94,16.72
NMFC,null,10.38771194,0.981348053,11.5373,1.522,95.9387,0.31,13.425,14.15
EDU,1.6386,15.90028133,7.461276292,40.5115,1.152,0,null,94.26,89.18
NEWR,1.6517,-22.55018062,25.84819326,null,1.852,0,-0.13,100.94,56.73
NRZ,1.5533,29.49827812,1.077734397,5.8382,3.862,258.9456,1.83,18.135,18.02
SNR,1.6071,1.718219129,1.2988859,null,3.549,403.8586,-0.16,7.57,7.64
NWY,1.4242,16.28809697,3.566324132,25.5747,7.922,0,0.05,5.265,2.54
NYCB,1.1339,7.116530346,0.880077786,14.1616,11.91,212.9646,0.2,11.29,13.23
NYCB^A,0.4122,null,null,null,null,null,null,null,
NYCB^U,0.6418,null,null,null,null,null,null,null,
NYRT,0.5288,null,0.603920774,null,6.94,11.3609,null,18.36,4.93
NYT,1.3866,1.432647583,4.417998687,23.3519,7.283,26.2103,0.13,26.025,18
NWL,0.0933,16.56249402,0.889190314,21.8534,7.369,78.9483,0.11,26.23,31.16
NFX,0.2322,28.09980806,3.94276435,16.0071,3.26,161.7276,0.43,31.13,30.24
NJR,0.0048,17.89614817,2.655294045,21.4717,7.114,89.5975,1.6,44.1,
NEU,0.0071,31.50699949,7.132878978,22.4136,5.929,95.435,5.14,400.96,391.67
NEM,2.6842,0.450070323,1.859004541,30.3296,1.619,38.7234,0.36,37.49,34.59
NR,0.4053,0.389728005,1.728816162,147.4597,10.766,33.9914,0.08,11.525,8.45
NEXA,1.4182,null,0.700689744,null,1.432,56.2661,0.41,12.36,16.88
NXRT,null,28.38378686,2.340797091,null,2.482,309.6257,0.48,28.21,
NHF,null,null,null,null,3.015,null,null,22.08,24.24
NEP,0.1653,-0.232761129,1.466100049,30.7755,5.254,210.5882,1.35,46.56,40.05
NEE,0.0574,28.25627545,2.386106254,21.2618,4.853,98.4498,9.41,167.67,157.07
NEE^I,null,null,null,null,null,null,null,null,
NEE^J,null,null,null,null,null,null,null,null,
NEE^K,null,null,null,null,null,null,null,null,
NEE^Q,null,null,null,null,null,null,null,null,
NEE^R,null,null,null,null,null,null,null,null,
NGL,0.0131,-6.614758636,0.860498252,null,1.39,149.224,0.7568,12.95,14.6
NGL^B,0.0239,null,null,null,null,null,null,null,
NMK^B,0.0186,null,null,null,null,null,null,null,
NMK^C,0.0244,null,null,null,null,null,null,null,
NLSN,0.0235,10.26130533,2.607690595,24.1976,7.165,203.0531,0.2,30.4,37.93
NKE,1.1288,16.0327053,12.00099095,23.506,3.408,35.6369,null,72.72,62.17
NINE,0.9113,null,1.757870806,null,0.664,24.7497,0.08,33.705,0
NI,0.9465,4.445057662,1.904085237,22.2685,4.749,202.3168,0.82,25.59,
NL,0.8215,45.15352911,1.241772777,4.917,4.856,0.1416,0.29,8.75,13.3
NOAH,1.7181,19.35055087,4.276031955,16.5376,2.201,9.7556,4.7,55.14,42.66
NE,1.5679,-6.836403868,0.289896748,5.1519,7.292,77.0123,-0.58,6.26,4.25
NBL,0.4481,-6.105627353,1.639910249,83.8615,4.458,67.3808,1.14,36.38,26.85
NBLX,0.1141,39.49918147,4.047317689,17.1321,3.21,87.4868,0.97,49.18,51.55
NOK,0.6836,-6.790843168,null,null,2.791,23.5518,null,5.84,
NOMD,0.5494,7.815615693,1.493628322,32.5345,0.512,77.365,0.36,19.36,16.53
NMR,null,7.919612019,null,null,1.951,1298.7278,null,4.8831,5.91
OSB,0.5523,54.00560224,null,null,16.227,50.506,null,40.76,32.59
NAO,8.835,-11.86218808,0.298789008,null,11.624,57.5229,-0.15,1.1118,1.23
NAT,null,-25.91079145,0.543069957,null,6.286,null,-0.13,2.72,3.67
JWN,0.2076,52.89066972,8.029308531,14.6576,3.682,255.7009,0.52,51.74,45.74
NSC,0.2663,38.14130247,2.61219582,20.1845,4.21,62.6568,1.94,152.72,141.46
NOA,0.1936,4.244104716,null,null,0.263,89.3063,null,6.15,4.35
NRT,0.3591,null,null,11.082,0.374,null,0.19,8.1904,6.68
NOC,0.2968,31.93835927,7.139909183,20.6487,1.641,198.6979,4.24,311.525,307.28
NRE,null,-2.841790448,1.299752117,null,2.726,204.4888,-0.02,14.47,14.03
NWN,0.0354,-6.606186468,2.355539296,27.0814,2.769,104.6719,1.44,63.65,64
NWE,0.0145,9.2913704,1.655214299,18.8775,2.399,111.2165,1.18,56.76,62.12
NCLH,0.0975,15.60969004,1.907266443,17.2376,2.607,112.6511,0.45,49.445,53.65
NVS,0.2275,11.62643131,null,null,0.927,47.976,null,73.365,84.46
NVO,null,91.61452111,null,null,1.39,null,null,45.88,
DNOW,0.1806,-2.281368821,1.18302051,32.6546,7.804,14.6812,0.02,13.65,10.52
NRG,0.206,null,null,17.6264,4.141,null,0.88,31.61,28.7
NYLD,0.2014,0.167364017,null,null,4.057,339.5442,null,17.375,18.7
NYLD.A,null,null,null,null,null,null,null,null,
NUS,0.5856,18.49543254,5.539833652,21.2297,9.483,58.8058,0.66,80.16,67.27
NUE,0.2673,15.35807318,2.234749759,16.1648,2.068,42.5233,1.11,64.39,61.95
NS,0.0232,8.218028114,1.343129665,35.0483,8.401,218.1465,1.15,23.73,30.03
NS^A,null,null,null,null,null,null,null,null,
NS^B,null,null,null,null,null,null,null,null,
NS^C,null,null,null,null,null,null,null,null,
NSH,0.0055,34.8522908,2.539480745,16.4044,5.174,18.6246,0.28,12.9,14.7
NSS,null,null,null,null,null,null,null,null,
NTR,0.0481,2.99352109,null,null,3.43,45.6916,null,54.88,0
JMLP,null,null,null,null,0.933,null,null,8.14,8.61
NVG,null,null,null,null,1.025,null,null,14.58,15.59
NUV,null,null,null,null,0.044,null,null,9.51,10.12
NUW,null,null,null,null,0.16,null,null,15.65,17.961
NEA,null,null,null,null,0.188,null,null,12.99,13.75
NAZ,null,null,null,null,0.009,null,null,12.74,14.68
NBB,null,null,null,null,0.014,null,null,20.309,21.86
NBD,null,null,null,null,0.077,null,null,21.84,
NKX,null,null,null,null,0.09,null,null,13.555,15.59
NCB,null,null,null,null,1.173,null,null,15.7,17.679
NCA,null,null,null,null,0.135,null,null,9.5,10.48
NAC,null,null,null,null,0.185,null,null,13.3262,14.52
NTC,null,null,null,null,0.72,null,null,11.83,
JCE,null,null,null,null,0.208,null,null,14.77,15.89
JCO,null,null,null,null,0.323,null,null,9.32,9.92
JQC,null,null,null,null,0.375,null,null,7.9434,8.2
JDD,null,null,null,null,3.804,null,null,11.57,12.34
DIAX,null,null,null,null,2.403,null,null,18.8399,18.63
JEMD,null,null,null,null,0.356,null,null,8.65,9.9292
JMF,null,null,null,null,0.209,null,null,10.76,11.15
NEV,null,null,null,null,1.878,null,null,13.6,14.46
JFR,null,null,null,null,0.192,null,null,10.53,11.18
JRO,null,null,null,null,0.013,null,null,10.42,11.37
NKG,null,null,null,null,null,null,null,11.3,12.92
JGH,null,null,null,null,0.047,null,null,15.44,17.04
JHA,null,null,null,null,0.105,null,null,9.83,9.92
JHY,null,null,null,null,0.755,null,null,9.8837,10.01
JHD,null,null,null,null,0.521,null,null,9.81,10.02
JHB,null,null,null,null,0.085,null,null,9.4999,
NXC,null,null,null,null,0.497,null,null,14.22,15.17
NXN,null,null,null,null,0.464,null,null,12.86,13.7
NID,null,null,null,null,0.282,null,null,12.405,13.22
NMY,null,null,null,null,0.122,null,null,12.12,12.69
NMT,null,null,null,null,0.012,null,null,12.42,14.3645
NUM,null,null,null,null,0.113,null,null,12.65,
NMS,null,null,null,null,0.083,null,null,13.44,14.57
NOM,null,null,null,null,0.436,null,null,13.1,15.06
JLS,null,null,null,null,0.139,null,null,23.4008,25.9
JMM,null,null,null,null,0.321,null,null,7.0201,7.5
NHA,null,null,null,null,0.155,null,null,9.41,9.43
NZF,null,null,null,null,0.429,null,null,14.3069,15.37
NMZ,null,null,null,null,0.055,null,null,12.6066,13.81
NMI,null,null,null,null,0.573,null,null,11.6,12.4
NJV,null,null,null,null,0.205,null,null,13.01,14.28
NXJ,null,null,null,null,0.048,null,null,13.01,13.68
NRK,null,null,null,null,0.101,null,null,12.18,13
NYV,null,null,null,null,0.27,null,null,13.64,14.46
NNY,null,null,null,null,0.99,null,null,9.25,9.87
NAN,null,null,null,null,0.029,null,null,12.59,13.87
NNC,null,null,null,null,0.776,null,null,12.4,13.04
NUO,null,null,null,null,0.09,null,null,13.89,
NPN,null,null,null,null,0.056,null,null,13.75,15.28
NQP,null,null,null,null,1.108,null,null,12.61,13.36
JPC,null,null,null,null,0.511,null,null,9.47,10.4
JPS,null,null,null,null,0.284,null,null,9.015,10.39
JPT,null,null,null,null,0.089,null,null,23.8299,25.41
JPI,null,null,null,null,0.855,null,null,23.0301,25.08
NAD,null,null,null,null,0.292,null,null,13.2471,14.08
JRI,null,null,null,null,0.201,null,null,16.13,17.5
JRS,null,null,null,null,0.219,null,null,9.9,11.06
BXMX,null,null,null,null,1.796,null,null,14.1,14.1
SPXX,null,null,null,null,0.664,null,null,16.51,16.75
NIM,null,null,null,null,0.444,null,null,9.71,10.07
NXP,null,null,null,null,0.553,null,null,14.2001,14.88
NXQ,null,null,null,null,0.945,null,null,13.6199,14.1
NXR,null,null,null,null,1.142,null,null,14.55,15
NSL,null,null,null,null,1.263,null,null,6.34,6.5
JSD,null,null,null,null,0.192,null,null,17.445,16.85
JTD,null,null,null,null,0.582,null,null,16.55,17.2
JTA,null,null,null,null,0.367,null,null,12.91,13.67
NTX,null,null,null,null,0.039,null,null,12.81,14.42
NPV,null,null,null,null,0.467,null,null,12.49,
NIQ,null,null,null,null,1.719,null,null,12.52,13.17
JMT,null,null,null,null,2.175,null,null,22.71,24.9036
NVT,2.5455,null,1.292459648,null,0.99,21.7845,0.29,25.38,0
NVR,0.6925,41.78286021,7.349454309,19.0457,2.118,40.7156,45.19,2958.63,3368.97
OAK,null,25.53105498,6.716963378,10.1609,2.348,516.9177,0.7764,41.3,
OAK^A,null,null,null,null,null,null,null,null,
OSLE,null,null,null,null,null,null,null,null,
OMP,0.0485,11.46758761,2.112489456,null,0.284,47.6384,0.362,18.68,18.42
OAS,0.0265,2.941894935,1.072314793,65.844,4.34,69.4445,0,13.58,8.33
OBE,0.0065,-8.042037926,null,null,8.787,17.4596,null,1.1,1.18
OXY,0.2272,9.128968207,2.997745517,85.4247,2.099,49.7491,0.92,84.56,70.03
OII,0.899,7.994857113,1.421657353,247.68,6.528,48.0796,-0.5,25.35,19.26
OZM,null,null,null,43.2586,1.203,null,0.02,2.01,2.55
OCIP,0.9217,26.04109271,6.762559583,27.6573,0.407,304.4435,0.35,11.45,7.45
OCN,null,-14.81389144,0.907795924,null,8.981,1145.6342,0.02,4.34,3.04
OFG,null,5.313841908,0.804247834,9.1658,10.677,45.9671,0.31,14.4,9.5
OFG^A,null,null,null,null,null,null,null,null,
OFG^B,null,null,null,null,null,null,null,null,
OFG^D,null,null,null,null,null,null,null,null,
OGE,0.0019,17.51183696,1.824668556,18.2147,1.835,83.1238,0.28,35.04,34.05
OIBR.C,null,null,null,null,null,null,null,null,
OIS,0.1912,-5.341236646,1.315673126,null,8.972,25.9945,-0.06,34.15,23.4
ODC,0.9563,5.324839854,2.459766403,20.5483,2.633,11.7678,0.48,43,42.74
ORI,0.9382,9.360193259,1.198457165,13.02,2.117,19.2945,0.01,20.07,20.8
OLN,0.6974,22.12644249,1.733056313,57.7515,2.844,127.9505,0.13,29.08,34.29
OHI,null,2.166971857,1.766530892,16.9656,11.831,131.2349,0.42,31.625,27.58
OMC,0.189,46.61205629,6.504373388,16.7475,12.241,186.3235,1.15,75.7,74.51
OMN,0.7547,-103.3210332,9.297203934,15.4637,2.524,675.4839,null,9.8,9.85
ONDK,0.3109,-4.422800391,2.014262108,null,10.922,3.0183,null,7.27,5.41
OGS,0.0527,8.945799372,1.944369316,24.324,3.752,73.0389,1.73,74.71,75.44
OLP,null,9.034382663,1.622993459,30.031,2.069,137.1024,0.3,26.76,26.24
OMAD,8.7006,null,21.77998762,null,null,0,0.0151,9.71,
OMAD.U,null,null,null,null,null,null,null,null,
OMAD.WS,null,null,null,null,null,null,null,null,
OMF,null,8.44766456,1.330283173,16.3283,3.384,470.0769,0.91,33.76,27.18
OKE,0.0085,16.25244891,4.216581542,32.8374,4.833,119.7413,0.65,70.78,53.4
ONE,0.7019,null,null,1168.3211,2.887,null,null,11.14,
OOMA,0.335,-35.20642503,7.196812914,null,3.264,0,-0.19,14.25,11.55
OPY,0.476,4.412073255,0.723200515,28.9632,1.933,null,0.51,28.95,28.55
ORCL,1.5298,7.685819292,3.850934615,22.004,2.51,127.0481,0.84,44.11,50.39
ORAN,1.4472,6.884221552,null,null,4.156,null,null,16.81,17.42
ORC,1.2783,-4.404822546,0.957756088,6.9524,6.344,842.769,-0.31,7.6643,9.46
OEC,3.9211,92.82034585,18.32333696,16.4952,1.261,680.9037,0.41,31.9,
ORN,0.0851,2.726754086,1.005034275,424.0669,1.247,32.94,0.15,8.6,7.53
IX,null,12.0665757,null,null,1.8,154.0867,null,81.14,84.82
ORA,0.2667,15.75428678,2.080919072,22.9104,4.701,75.695,1.37,54.07,62.47
OSK,0.2422,17.76449383,2.18011197,17.4907,2.331,35.2188,1.49,70.85,88.38
OR,0.1655,-2.860251696,null,null,9.076,24.8872,null,9.39,
OUT,0.1723,11.42857143,2.395843732,29.8585,3,198.657,0.06,19.37,23.42
OSG,3.2756,18.80207891,0.943040263,2.5669,3.409,118.4401,0.04,4.095,2.43
OMI,0.0661,6.135629439,1.0664793,17.5687,20.773,88.0415,0.13,17.73,19.34
OC,0.1012,6.997375984,1.761698414,18.069,2.042,91.9229,0.83,65,86.98
OI,0.2012,31.02753526,3.155639029,9.5698,2.679,589.8888,0.6,16.94,23.17
OXM,0.0549,16.45532653,3.155477007,20.0813,7.846,16.2835,1.24,85.57,69.96
ROYT,0.0491,3.390195118,0.380763778,37.4705,0.452,0,0.084,2.19,1.71
PCG,0.0515,7.940342401,1.092170475,14.8311,1.985,95.1194,0.86,42.56,53.43
PKG,0.047,33.46590216,4.751495721,20.937,1.768,110.0009,1.48,115.12,116.96
PAGS,0.0419,64.10426863,33.5162671,25.6955,1.486,0,null,28.68,
PANW,0.8624,-23.52037878,24.90384102,null,4.29,72.526,-0.51,205.46,143.49
PAM,0.8811,34.91481956,null,null,1.825,null,null,39.59,64.47
P,0.8343,-214.8076803,30.85307322,null,7.203,438.5376,-0.55,8.0883,4.99
PHX,0.1787,13.96764411,2.462341193,220.1132,3.977,33.3412,0.06,19.95,21
PARR,0.0417,13.91118121,1.698594467,38.3964,5.115,84.7106,0.33,17.43,20.36
PAR,0.1367,-6.762942199,3.644839829,19.8427,6.515,6.1472,0,16.18,
PGRE,null,2.136295993,0.886345801,null,2.105,85.5323,0.0046,15.56,15.82
PKE,16.8937,14.03012503,3.352882037,42.0293,7.454,0,0.16,23.5,19.09
PK,15.5802,7.212558337,1.068826478,2.3286,4.701,51.1015,0.71,30.715,28.28
PKD,13.207,-34.87729141,0.170621474,null,6.82,216.7322,-0.21,0.364,0.9062
PH,16.9785,18.86173389,3.492862893,20.9244,3.339,100.0638,2.75,157.14,
PE,8.8518,3.508858761,1.788754256,116.6006,2.616,43.3523,0.32,30.67,26.66
PRE^F,0.3202,null,null,null,null,null,null,null,
PRE^G,0.3394,null,null,null,null,null,null,null,
PRE^H,null,null,null,null,null,null,null,null,
PRE^I,null,null,null,null,null,null,null,null,
PRTY,0.0785,21.98539496,1.555315359,15.008,4.188,194.4364,-0.01,15.925,12.65
PAYC,0.0597,34.37017437,17.5611137,64.6028,10.961,10.5893,0.71,101.52,77.92
PBF,0.1408,22.09888947,2.013956602,170.7409,2.559,92.8152,0.27,42.92,32.63
PBFX,0.6835,null,null,9.1285,1.336,null,0.43,21.25,20.05
BTU,1.2356,10.58547552,1.562568004,4.7993,2.183,40.3125,0.83,45.93,35.23
PSO,null,9.716405409,null,null,2.113,null,null,11.5,9.92
PEB,null,7.457105548,2.162960789,120.6343,13.326,83.7424,0.29,39.43,37.5
PEB^C,null,null,null,null,null,null,null,null,
PEB^D,null,null,null,null,null,null,null,null,
PBA,0.33,9.899055682,null,null,4.365,67.4835,null,34.54,
PEI,null,-23.52657198,3.615219778,67.7787,16.485,726.3724,-0.15,11.425,10.92
PEI^B,null,null,null,null,null,null,null,null,
PEI^C,null,null,null,null,null,null,null,null,
PEI^D,null,null,null,null,null,null,null,null,
PFSI,null,24.46646105,0.962944264,5.6229,2.827,691.2442,0.7,20.575,21.6
PMT,null,7.423264106,0.939733248,10.6959,6.446,308.2708,0.36,18.98,16.02
PMT^A,null,null,null,null,null,null,null,null,
PMT^B,null,null,null,null,null,null,null,null,
PAG,0.0103,29.48466456,1.660284475,10.632,14.834,242.9869,1.26,48.58,48.12
PNR,1.5232,19.79249058,3.622902768,16.061,2.598,90.6903,0.3315,42.61,69.68
PEN,4.2871,3.362282516,11.97776354,725.1047,10.444,0,0.16,149.85,94.9
PFGC,0.005,17.99083466,3.559355568,24.1549,1.997,136.3482,0.33,38.25,31.35
PKI,0.0079,11.75650508,3.153765981,30.3093,6.109,81.3011,0.24,73.44,71.12
PBT,0.0052,5386.436641,826.6616554,13.7424,5.289,0,0.2,9.4,9.04
PRT,null,null,null,null,0.091,null,null,16.16,
PRGO,0.4936,2.098882117,1.68349596,20.2843,5.665,53.8015,0.57,74.51,
PRSP,null,null,null,null,null,null,null,20.59,
PTR,0.2297,2.27213413,null,null,1.026,38.2273,null,75.0034,67.03
PBR,0.8995,0.779941976,null,null,1.229,125.377,null,10.03,9.94
PBR.A,null,null,null,null,null,null,null,null,
PFE,0.4174,33.82954563,3.027250261,17.3348,3.194,58.2096,0.6,36.48,36.58
GHY,null,null,null,null,0.208,null,null,13.75,14.44
ISD,null,null,null,null,0.34,null,null,14.05,14.82
PGTI,0.8531,19.31868617,5.532021223,22.8001,2.504,116.4554,0.15,20.85,15.9
PHH,1.6783,-23.2708468,0.677212855,null,5.462,22.5621,-0.92,10.875,11.17
PM,0.4071,null,null,26.0421,1.629,null,1,80.04,107.3
PSX,0.0912,23.00900942,2.347352461,23.3976,2.374,53.0083,1.07,112.17,99.07
PSXP,null,15.12906846,2.18739299,19.9817,8.626,104.2094,0.91,50.62,49.16
FENG,0.9178,0.524890343,0.864854918,19.4429,0.363,12.0297,-0.8,4.3,6.5
DOC,null,1.861662953,1.181503833,102.2159,2.681,64.7173,0.06,16.02,18.11
PDM,null,9.103551413,1.432780224,59.2399,3.125,94.5109,0.43,19.75,20.06
PIR,0.5302,4.082177255,0.91185761,10.0215,8.319,72.02,null,2.97,
PCQ,0.5075,null,null,null,3.904,null,null,16.759,17.34
PCK,0.1376,null,null,null,0.183,null,null,8.3,10.14
PZC,0.293,null,null,null,4.673,null,null,10.24,10.41
PCM,0.5709,null,null,null,1.452,null,null,11.5999,
PTY,null,null,null,null,4.799,null,null,17.63,16.31
PCN,null,null,null,null,1.336,null,null,17.83,16.83
PCI,null,null,null,null,0.448,null,null,23.6,22.38
PDI,null,null,null,null,0.663,null,null,31.7495,30.1
PGP,null,null,null,null,0.259,null,null,14.75,15.62
PHK,null,null,null,null,2.879,null,null,8.381,7.37
PKO,null,null,null,null,0.47,null,null,27.4898,25.82
PFL,null,null,null,null,3.232,null,null,12.1402,11.58
PFN,null,null,null,null,1.636,null,null,10.605,10.37
PMF,null,null,null,null,2.835,null,null,13.1,12.99
PML,null,null,null,null,6.778,null,null,13.0168,13.37
PMX,null,null,null,null,4.071,null,null,11.57,
PNF,null,null,null,null,1.703,null,null,12.32,12.69
PNI,null,null,null,null,0.385,null,null,10.59,12.05
PYN,null,null,null,null,0.07,null,null,9.1,9.91
RCS,null,null,null,null,0.849,null,null,9.7338,8.71
PF,0.1308,25.92187812,3.2665052,29.9022,2.546,114.6916,0.48,65.22,56.7
PNW,0.0082,9.511365804,1.769606042,18.8407,2.798,104.436,0.03,80.255,89.12
PES,0.8359,-26.72924901,1.87507364,null,1.219,230.9536,-0.14,5.753,2.25
PHD,null,null,null,null,0.051,null,null,11.25,11.6
PHT,null,null,null,null,0.606,null,null,9.3425,9.77
MAV,null,null,null,null,3.758,null,null,10.8935,11.69
MHI,null,null,null,null,0.264,null,null,11.45,11.91
PXD,0.7658,9.614499954,2.746112864,110.3911,2.606,23.98,1.04,194.24,158.99
PJC,null,-10.80771022,1.491302761,10.0494,3.239,96.7024,0.4914,77.425,77.8
PBI,0.3869,null,7.827105879,9.3842,3.331,1667.4323,0.29,8.83,10.92
PBI^B,null,null,null,null,null,null,null,null,
PVTL,0.2027,null,2.350128192,null,3.817,0,null,25.8,
PJT,1.9299,null,null,18.8963,3.745,null,0.27,55.42,44.23
PAA,0.005,5.79595971,1.969777664,21.4558,4.239,112.3513,0.33,23.74,20.35
PAGP,0.0056,-34.14634146,2.258821724,58.1949,3.085,577.5426,0.23,24.26,21.08
PLNT,1.2179,null,null,45.0531,5.132,null,0.23,44.26,
PLT,4.0979,-0.236422056,6.830572293,21.3517,2.532,139.5328,0.3,77.33,50.37
PAH,4.7496,-8.138404942,1.160147769,238.1399,6.84,196.4949,0.13,11.79,9.51
AGS,4.3874,null,3.911428889,null,2.287,342.0043,-0.3,25.04,
PHI,4.6385,14.00066054,null,null,9.15,null,null,23.01,28.3
PNC,5.2582,12.435832,1.502133188,15.8666,2.89,135.0719,2.45,137.29,145.85
PNC.WS,null,null,null,null,null,null,null,null,
PNC^P,null,null,null,null,null,null,null,null,
PNC^Q,null,null,null,null,null,null,null,null,
PNM,0.0048,4.272793683,1.83330498,20.4896,3.873,167.5116,0.19,38.8,43.85
PII,0.1493,25.26079935,7.793380688,32.5736,12.01,104.5411,0.88,122.18,127.96
POL,0.2894,-8.757019275,5.906109881,18.3261,4.948,231.7528,0.58,43.89,44.7
POR,0.1781,7.361455749,1.551502385,20.3973,2.509,99.0608,0.72,42.59,
PKX,0.5454,6.695836369,null,null,1.892,47.8311,null,74.5,76.11
POST,2.5851,10.75381492,1.875812958,29.8814,16.692,237.7925,1.33,87.31,78.38
PPDF,0.446,null,7.589637142,null,7.716,1.24,0.2921,5.97,7.5
PPG,0.3489,30.64329738,4.740589212,18.7625,3.407,null,1.41,106.04,
PPX,null,null,null,null,null,null,null,null,
PPL,0.1484,11.05943152,1.774033545,16.3703,7.336,196.1435,0.65,28.635,34.04
PYS,null,null,null,null,null,null,null,null,
PYT,null,null,null,null,null,null,null,null,
PQG,0.2024,null,1.442607484,null,0.694,135.9848,0,17.775,16.27
PX,0.1542,22.19046819,6.980713886,23.6032,4.397,138.8505,1.61,156.75,151.34
PDS,0.3676,-6.818830281,null,null,4.27,98.5772,null,3.41,2.71
APTS,null,-4.842849989,0.44545459,null,4.079,138.8073,-0.14,15.91,21.12
PBH,0.2583,33.93733332,1.699827877,23.0585,8.549,169.0934,-0.75,38.01,46.95
PVG,0.2873,-2.399087664,null,null,12.31,90.1032,null,7.51,10.07
PRI,0.2674,27.04146167,3.084259904,15.407,5.8,81.9542,1.46,100,104.05
PGZ,0.2995,null,null,null,0.22,null,null,17.68,
PRA,0.2642,4.575453149,1.224413354,26.9582,1.865,23.6767,0.22,36.125,61.25
PG,0.5011,18.48492555,3.645822587,22.4489,3.504,66.1736,0.97,78.415,89.85
